Name1, Name2, Address, Phone_Number, email, Website, Head_Master
基督教粉嶺神召會小學,Fanling Assembly of God Church Primary School,新界粉嶺和鳴里2號,29479966,mail@fagps.edu.hk,http://www.fagps.edu.hk,李碧雯女士
基督教聖約教會堅樂小學,The Mission Covenant Church Holm Glad Primary School,九龍觀塘秀茂坪秀明道77號,27574566,mcchgps@hgps.edu.hk,http://www.hgps.edu.hk,司徒德志先生
基督教聖約教會堅樂第二小學,The Mission Covenant Church Holm Glad No. 2 Primary School,九龍觀塘順安邨,28733122,info@hg2ps.edu.hk,http://www.hg2ps.edu.hk,蕭婷女士
基督教香港信義會信愛學校,ELCHK Faith Love Lutheran School,香港柴灣漁灣邨第2座校舍,25562442,fll-mail@hkedcity.net,http://www.cwflls.edu.hk,趙劍眉女士
基督教香港信義會啟信學校,ELCHK Lutheran School,新界元朗安信街10號,24791830,,http://elchkls.edu.hk,王雲珠
基督教香港信義會宏信書院,ELCHK Lutheran Academy,新界元朗馬田欖口村路25號,82082092,info@luac.edu.hk,http://www.luac.edu.hk,封華冑博士
基督教香港信義會深信學校,The ELCHK Faith Lutheran School,九龍石硤尾培德街8號,27790106,fl-schmail@hkedcity.net,http://www.fls.edu.hk,潘自榮先生
基督教香港信義會禾輋信義學校,ELCHK Wo Che Lutheran School,新界沙田禾輋邨學校第三座,26911426,wcl@wcl.edu.hk,http://wcl.edu.hk,蕭偉樂先生
基督教香港信義會紅磡信義學校,ELCHK Hung Hom Lutheran Primary School,九龍土瓜灣炮仗街39號,27121543,info@hhlps.edu.hk,http://www.hhlps.edu.hk,黃智華先生
基督教香港信義會葵盛信義學校,ELCHK Kwai Shing Lutheran Primary School,新界葵涌葵盛東邨,24225187,kslps@kslps.edu.hk,http://www.kslps.edu.hk,徐起鸝校長
基督教香港信義會馬鞍山信義學校,ELCHK Ma On Shan Lutheran Primary School,新界沙田馬鞍山恆安邨第二校舍,26429118,info@mluthps.edu.hk,http://www.mluthps.edu.hk,簡淑菁女士
塘尾道官立小學,Tong Mei Road Government Primary School,九龍旺角塘尾道170號,23930800,tmrgps@tmr.edu.hk,http://www.tmr.edu.hk,梁蕙君女士
大坑東宣道小學,Alliance Primary School, Tai Hang Tung,九龍大坑東棠蔭街23號及13號,27778949,aps@apstht.edu.hk,http://www.apstht.edu.hk,潘恩慈女士
大埔官立小學,Tai Po Government Primary School,新界大埔太和路8號,26562382,tpgps@edb.gov.hk,http://www.tpgps.edu.hk,鄭玉清女士
大埔崇德黃建常紀念學校,Sung Tak Wong Kin Sheung Memorial School,新界大埔東昌街,26535565,wksama@netvigator.com,http://www.wks.edu.hk,陳愛英校長
大埔循道衛理小學,Tai Po Methodist School,新界大埔棟樑路10號,26622011,tpms@tpms.edu.hk,http://www.tpms.edu.hk,李綺琼女士
大埔浸信會公立學校,Tai Po Baptist Public School,大埔廣福邨,26563933,tpbps@tpbps.edu.hk,http://www.tpbps.edu.hk,蔡碧蕊女士
大埔舊墟公立學校,Tai Po Old Market Public School,新界大埔安祥路10號,26654610,tpomps@hotmail.com,http://www.tpomps.edu.hk,張麗珠女士
大埔舊墟公立學校(寶湖道),Tai Po Old Market Public School (Plover Cove),大埔寶湖道7號,26652333,tpompspc@tpompspc.edu.hk,http://www.tpompspc.edu.hk,徐俊祥先生
大角嘴天主教小學,Tai Kok Tsui Catholic Primary School,九龍大角咀道148號,23952521,sch@tktcps.edu.hk,http://www.tktcps.edu.hk,陳淑儀女士
大角嘴天主教小學(海帆道),Tai Kok Tsui Catholic Primary School (Hoi Fan Road),九龍大角咀海帆道20號,21914270,tktcpshfr@netvigator.com,http://www.tktcpshfr.edu.hk,麥天賜先生
天主教伍華小學,Ng Wah Catholic Primary School,九龍新蒲崗彩虹道5號,23838079,ngwah@nwcps.edu.hk,http://www.nwcps.edu.hk,譚煜鴻先生
天主教佑華小學,Our Lady Of China Catholic Primary School,九龍觀塘翠屏邨第四期屋邨小學,23482366,info@oloccps.edu.hk,http://www.oloccps.edu.hk,黃玉嬋女士
天主教博智小學,Price Memorial Catholic Primary School,九龍竹園道53號天馬苑,23288033,info@pmcps.edu.hk,http://www.pmcps.edu.hk,陳碧琪女士
天主教善導小學,Good Counsel Catholic Primary School,九龍深水埗廣利道9號,23865392,info@mail.gccps.edu.hk,http://www.gccps.edu.hk,吳麗容女士
天主教明德學校,Meng Tak Catholic School,香港柴灣祥民道11號,25572244,mtcs@mengtak.edu.hk,http://mengtakps.edu.hk,梁孝友先生
天主教柏德學校,Bishop Paschang Catholic School,九龍九龍灣宏照道6號,27993003,schoolmail@bpcs.edu.hk,http://bpcs.edu.hk,陳美卿女士
嘉諾撒聖方濟各學校,St. Francis' Canossian School,香港灣仔聖佛蘭士街42-44號,25281763,sfcso@sfcs.edu.hk,http://www.sfcs.edu.hk,黃婉貞女士
嘉諾撒聖瑪利學校,St. Mary's Canossian School,九龍柯士甸道162號,23684204,school@smcs.edu.hk,http://www.smcs.edu.hk,張惠儀女士
國民學校,Kwok Man School,長洲國民路30號,29810432,info@cckms.edu.hk,http://www.cckms.edu.hk,賴子文先生
國際基督教優質音樂中學暨小學,International Christian Quality Music Secondary and Primary School,九龍鑽石山蒲崗村道182號,27773828,info@icqm.edu.hk,http://www.icqm.edu.hk,陳永生博士
地利亞(閩僑)英文小學,Delia (Man Kiu) English Primary School,新界青衣長安邨第二期,24325123,enquiry@deliamk.edu.hk,http://www.deliamk.edu.hk,張國威先生
天主教聖華學校,The Little Flower's Catholic Primary School,新界沙田禾輋邨禾輋街11號,26924593,001@littleflowerschool.edu.hk,http://www.littleflowerschool.edu.hk,吳潔蘭女士
天主教領島學校,Ling To Catholic Primary School,九龍何文田俊民苑,27139233,info@lingto.edu.hk,http://www.lingto.edu.hk,洪美華女士
天佑小學,Mary Of Providence Primary School,新界荃灣河背街68號,24922929,info@mpschool.edu.hk,http://www.mpschool.edu.hk,陳志恒先生
天水圍天主教小學,Tin Shui Wai Catholic Primary School,新界天水圍天柏路28號,26178212,sch@tswcps.edu.hk,http://www.tswcps.edu.hk,楊順先生
天水圍官立小學,Tin Shui Wai Government Primary School,新界元朗天水圍天瑞路8號,24474288,tswgps@edb.gov.hk,http://www.tswgps.edu.hk,何惠珍女士
天水圍循道衛理小學,Tin Shui Wai Methodist Primary School,新界天水圍天頌苑,24480373,email@tswmps.edu.hk,http://www.tswmps.edu.hk,蘇炳輝先生
天神嘉諾撒學校,Holy Angels Canossian School,九龍紅磡鶴園街21號,23624448,info@hacs.edu.hk,http://www.hacs.edu.hk,區敏儀女士
太古小學,Taikoo Primary School,香港英皇道1100號,25615555,taikoo@tps.edu.hk,http://www.tps.edu.hk,陳綺梅女士
孔教學院大成小學,Confucian Tai Shing Primary School,九龍黃大仙大成街10號,23203301,info@taishingprimary.edu.hk,http://www.taishingprimary.edu.hk,潘淑嫻女士
安菲爾學校,Anfield School,新界沙田大圍龍柏街1號,26928823,admissions@plkis.edu.hk,http://www.anfield.com.hk,Ms. Vicky Davies
官立嘉道理爵士小學,Sir Ellis Kadoorie (Sookunpo) Primary School,香港掃桿埔東院道9號,25773489,webmaster@sekps.edu.hk,http://www.sekps.edu.hk,徐秀雯女士
宣道會葉紹蔭紀念小學,Christian Alliance S.Y. Yeh Memorial Primary School,新界天水圍天澤邨105區第二期,31522973,syy-mail@hkedcity.net,http://www.casyymps.edu.hk,徐式怡女士
寶安商會溫浩根小學,Po On Commercial Association Wan Ho Kan Primary School,大嶼山東涌富東邨,21090045,school@pocawhk.edu.hk,http://www.pocawhk.edu.hk,鍾寶來女士
寶血小學,Precious Blood Primary School,香港跑馬地成和道72號,25723851,admin@preciousbloodhv.edu.hk,http://www.preciousbloodhv.edu.hk,鄭愛麗女士
寶血會伍季明紀念學校,Kwai Ming Wu Memorial School Of The Precious Blood,新界荃灣蕙荃路22-66號綠楊新邨,24988911,kmwpm@hotmail.com,http://www.kmw.edu.hk,謝國貞女士
寶血會嘉靈學校,Ka Ling School Of The Precious Blood,九龍深水埗海壇街280號,23864542,info@kalingpb.edu.hk,http://www.kalingpb.edu.hk,馮敏兒女士
寶血會培靈學校,Pui Ling School Of The Precious Blood,新界粉嶺安樂村安樂門街13號,26756617,office@plpb.edu.hk,http://www.plpb.edu.hk,陳靄媚女士
寶血會思源學校,Si Yuan School of the Precious Blood,新界荃灣城門道2號,35906061,sys@sys.edu.hk,http://www.sys.edu.hk,郭敏儀女士
寶覺小學,Po Kok Primary School,香港跑馬地山光道11-15號,25737911,pkps@pokokps.edu.hk,http://www.pokokps.edu.hk,鍾麗金校長
將軍澳天主教小學,Tseung Kwan O Catholic Primary School,新界將軍澳唐賢街6號,26235679,info@tkocps.edu.hk,http://www.tkocps.edu.hk,馬一龍先生
將軍澳官立小學,Tseung Kwan O Government Primary School,新界將軍澳厚德邨第二期,27013194,tkogps@edb.gov.hk,http://www.tkogps.edu.hk,葉韻婷女士
將軍澳循道衛理小學,Tseung Kwan O Methodist Primary School,將軍澳唐俊街15號,27060770,email@tkomps.edu.hk,http://www.tkomps.edu.hk,顏偉亮先生
屯門官立小學,Tuen Mun Government Primary School,新界屯門兆康苑,24651662,tmgps@edb.gov.hk,http://www.tmgps.edu.hk,黃寶華校長
崇真小學暨幼稚園(小學部),Tsung Tsin Primary School and Kindergarten,九龍大埔道58號,27773679,enquiry@ttpskg.edu.hk,http://www.ttpskg.edu.hk,譚煥玲博士
嶺南大學香港同學會小學,Lingnan University Alumni Association (Hong Kong) Primary School,九龍白田街33號,27768453,info@luaaps.edu.hk,http://www.luaaps.edu.hk,鄭安娜校長
廣東道官立小學,Canton Road Government Primary School,九龍尖沙咀廣東道178號,23661530,crgpsinfo@edb.gov.hk,https://crgps.edu.hk,袁藹儀女士
弘立書院,The Independent Schools Foundation Academy,香港薄扶林鋼綫灣道1號,22022000,enquiry@isf.edu.hk,https://academy.isf.edu.hk/,查永茂博士
彩雲聖若瑟小學,Choi Wan St. Joseph's Primary School,九龍彩雲邨第二小學,27557180,choiwansj@gmail.com,http://www.cwsj.edu.hk,陳燕芬女士
循理會白普理基金循理小學,F.M.B. Chun Lei Primary School,新界沙田新翠邨第一號校舍,26057755,clamail@netvigator.com,http://www.chunlei.edu.hk,黃華聲先生
循理會美林小學,Free Methodist Mei Lam Primary School,新界沙田大圍美城苑,26052868,fmml@netvigator.com,http://www.fmml.edu.hk,袁錦翰先生
循道學校,Methodist School,九龍何文田衛理道12號,39762200,methodistschool@yahoo.com.hk,http://www.kmsch.edu.hk,林惠嫦女士
德信學校,Tak Sun School,九龍柯士甸道103號,23673446,mail@taksun.edu.hk,http://www.taksun.edu.hk,郭超群先生
德望小學暨幼稚園(小學部),Good Hope Primary School Cum Kindergarten (Primary Section),九龍扎山道383號,23275294,gps-general@hkedcity.net,http://www.ghs.edu.hk/pri/,阮嫣玲修女
德萃小學,St. Hilary's Primary School,大埔運頭街6號,23387109,info@sthilarys.edu.hk,https://www.sthilarys.edu.hk,陳志超先生
德貞小學,Tack Ching Primary School,九龍深水埗元州街125號,23864780,999,999,999
德雅小學,Tak Nga Primary School,九龍又一村達之路20號,23806581,tnps@eservices.hkedcity.net,http://www.tnps.edu.hk,曾美琼修女
惇裕學校,Tun Yu School,新界元朗新田,24711915,tun_yu@yahoo.com.hk,http://www.tys.edu.hk,陳杏軒先生
愛秩序灣官立小學,Aldrich Bay Government Primary School,香港筲箕灣愛禮街1號,25611118,abgps@edb.gov.hk,http://www.abgps.edu.hk,崔家祥先生
慈幼學校,Salesian School,香港筲箕灣柴灣道16號,28850032,mail@salesian.edu.hk,http://salesian.edu.hk,陳婉琪女士
慈幼葉漢千禧小學,Salesian Yip Hon Millennium Primary School,新界葵涌石排街9號,24291177,e-mail@syh.edu.hk,http://www.syh.edu.hk,區志成先生
慈幼葉漢小學,Salesian Yip Hon Primary School,新界葵涌安蔭邨,24202727,enquiry@syhps.edu.hk,http://www.syhps.edu.hk,何永昌先生
慈航學校,Chi Hong Primary School,新界沙田源昌里1號,26486834,chihong1@netvigator.com,http://www.chihong.edu.hk,楊冬梅女士
慈雲山天主教小學,Tsz Wan Shan Catholic Primary School,九龍黃大仙蒲崗村道172號學校村,23273332,mail@t-cat.edu.hk,http://www.t-cat.edu.hk,黃綺霞女士
慈雲山聖文德天主教小學,Tsz Wan Shan St. Bonaventure Catholic Primary School,慈雲山慈正邨寧華街,23206226,admin@tsbcps.edu.hk,http://www.tsbcps.edu.hk,林偉才先生
打鼓嶺嶺英公立學校,Ta Ku Ling Ling Ying Public School,新界北區打鼓嶺週田村,26740538,tkllyps2@netvigator.com,http://www.tkllingying.edu.hk,朱國強先生
拔萃女小學,Diocesan Girls' Junior School,九龍佐敦道1號,22779200,dgjs@dgjs.edu.hk,http://www.dgjs.edu.hk,李安麗女士
拔萃小學,Diocesan Preparatory School,九龍九龍塘志士達道1號,23361448,dps002@dps.edu.hk,http://www.dps.edu.hk,伍頴儀女士
拔萃男書院附屬小學,Diocesan Boys' School Primary Division,九龍旺角亞皆老街131號,31594200,dbspd@dbs.edu.hk,http://www.dbspd.edu.hk,鄭基恩先生
播道書院,Evangel College,新界將軍澳至善街七號,23661802,info@evangel.edu.hk,http://www.evangel.edu.hk,盧偉成先生
救世軍中原慈善基金學校,The Salvation Army Centaline Charity Fund School,香港柴灣華廈街九號,25562292,info@saccf.edu.hk,http://www.saccf.edu.hk,黃順娥女士
救世軍林拔中紀念學校,The Salvation Army Lam Butt Chung Memorial School,大嶼山東涌逸東邨,21090328,lbcps@hkt.salvationarmy.org,http://www.salbcms.edu.hk,勞耀基先生
救世軍田家炳學校,The Salvation Army Tin Ka Ping School,新界沙田博康邨,26489283,tkpps@esd.salvation.org.hk,http://www.satkp.edu.hk,朱少貞小姐
救世軍韋理夫人紀念學校,The Salvation Army Ann Wyllie Memorial School,香港柴灣盛泰道100號杏花邨平台,25582111,info@annwyllie.edu.hk,http://www.annwyllie.edu.hk,蔡婉玲女士
救恩學校,Kau Yan School,香港西營盤高街97B,21166198,kys-mail@kauyan.edu.hk,http://www.kauyan.edu.hk,林克忠先生
新會商會學校,San Wui Commercial Society School,香港上環居賢坊1號,25465712,swcss@yahoo.com.hk,http://www.swcss.edu.hk,呂錦強先生
新會商會港青基信學校,San Wui Commercial Society YMCA of Hong Kong Christian School,深水埗廣利道5號,23613383,admission@cs.edu.hk,http://www.cs.edu.hk,999
新界婦孺福利會基督教銘恩小學,NTWJWA Christian Remembrance of Grace Primary School,新界大埔大元邨,26641223,ntwjwacrgps@gmail.com,,何彥輝先生
新界婦孺福利會梁省德學校,NTWJWAL Leung Sing Tak Primary School,新界大埔大元邨,26641223,taipolst@gmail.com,http://www.taipolst.edu.hk,韋伊凌女士
方樹福堂基金方樹泉小學,FSFTF Fong Shu Chuen Primary School,新界粉嶺華明邨第二期,27082211,fsc@fsc.edu.hk,http://www.fsc.edu.hk,戴順有先生
旅港開平商會學校,Hoi Ping Chamber Of Commerce Primary School,九龍荔枝角道700號,23875605,hoiping@hpccps.edu.hk,http://www.hpccps.edu.hk,詹漢明先生
晉德學校,Chinese Academy,香港銅鑼灣加路連山道77號,24998000,enquiry@caps.org.hk,http://www.caps.org.hk,999
景林天主教小學,King Lam Catholic Primary School,新界將軍澳景林邨,27030499,klcps@klcps.edu.hk,http://www.klcps.edu.hk,何詠懿女士
智新書院,Discovery College,大嶼山愉景灣澄湖畔路38號,39691000,office@discovery.edu.hk,http://www.discovery.edu.hk,Mr Beach Mark William
曾梅千禧學校,Tsang Mui Millennium School,新界上水清城路1號,26703111,office@tmms.edu.hk,http://www.tmms.edu.hk,鄧善珍女士
李志達紀念學校,Lee Chi Tat Memorial School,新界上水天平路30號,26738581,lctms@ymail.com,http://www.lctms.edu.hk,陳建順先生
李鄭屋官立小學,Li Cheng Uk Government Primary School,九龍深水埗東京街43號,23868049,lcugps@edb.gov.hk,http://www.lcu.edu.hk,何美蓮女士
李陞大坑學校,Li Sing Tai Hang School,香港大坑浣紗街73號,25775188,lising@lsths.edu.hk,http://www.lsths.edu.hk,葉小麗女士
李陞小學,Li Sing Primary School,香港西營盤高街119號,25408966,lsps@edb.gov.hk,http://www.lsps.edu.hk,關玉芬女士
杯澳公立學校,Bui O Public School,大嶼山貝澳羅屋村2號,29841189,buioschool@hotmail.com,http://www.buiosch.edu.hk,余美鳳女士
東涌天主教學校,Tung Chung Catholic School,新界東涌逸東邨,21094962,tccs_pri@tccs.edu.hk,http://www.tccs.edu.hk,盧淑儀女士
東莞同鄉會方樹泉學校,Tung Koon District Society Fong Shu Chuen School,東莞街43號,27802296,tkfsc@eservices.hkedcity.net,http://www.tkfsc-school.edu.hk,黃麗娥女士
東莞學校,Tung Koon School (Sheung Shui),新界上水馬會道,26700334,sstks@ymail.com,http://www.tks.edu.hk,勞子奔先生
東莞工商總會張煌偉小學,GCCITKD Cheong Wong Wai Primary School,新界沙田新翠邨第三期,26992566,cwwps@cwwps.edu.hk,http://www.cwwps.edu.hk,梁偉基校長
東華三院冼次雲小學,TWGHs Sin Chu Wan Primary School,新界沙田大圍積福街38號,26949272,scwps@tungwah.org.hk,https://www.scwps.edu.hk,鄭偉鳳女士
東華三院周演森小學,TWGHs Chow Yin Sum Primary School,新界青衣青芊街8號,24331081,cysps@tungwah.org.hk,http://twghscysps.edu.hk,黃偉興先生
東華三院姚達之紀念小學(元朗),TWGHs Yiu Dak Chi Memorial Primary School,新界天水圍天瑞邨第一期,24451168,ydcps@tungwah.org.hk,http://www.ydc.edu.hk,羅倩兒女士
東華三院李東海小學,TWGHs Leo Tung-hai LEE Primary School,新界天水圍天壇街19號,24461188,lthps@tungwah.org.hk,http://www.twghlthlp.edu.hk,羅婉儀女士
東華三院李賜豪小學,TWGHs Li Chi Ho Primary School,香港灣仔皇后大道東280號,25750470,lwc-mail@hkedcity.net,http://www.twghlchps.edu.hk,黃偉興先生
東華三院水泉澳小學,TWGHs Shui Chuen O Primary School,沙田美林邨屋邨小學第一校舍,29593606,scops@tungwah.org.hk,http://www.twghscops.com,梁敦瑜女士
東華三院港九電器商聯會小學,TWGHs Hong Kong and Kowloon Electrical Appliances Merchants Association Limited School,新界上水石湖墟智昌路,26723285,emaps@tungwah.org.hk,http://www.eama.edu.hk,吳羨君女士
東華三院王余家潔紀念小學,TWGHs Wong Yee Jar Jat Memorial Primary School,新界將軍澳學林里8號,27061336,mail@wyjjmps.edu.hk,http://www.wyjjmps.edu.hk,劉秀萍女士
東華三院羅裕積小學,TWGHs Lo Yu Chik Primary School,九龍油麻地碧街51號,27800039,lycps@tungwah.org.hk,http://www.twghlycp.edu.hk,王潔明校長
東華三院鄧肇堅小學,TWGHs Tang Shiu Kin Primary School,新界屯門安定邨,24030311,dsk-mail@hkedcity.net,http://www.twghtskp.edu.hk,余錦泉先生
東華三院馬錦燦紀念小學,TWGHs Ma Kam Chan Memorial Primary School,新界上水彩園邨,26711071,mkcmps@tungwah.org.hk,http://www.twghmkc.edu.hk,馮育意女士
東華三院高可寧紀念小學,TWGHs Ko Ho Ning Memorial Primary School,新界葵涌麗瑤邨,27450511,mail@twghkhnmp.edu.hk,http://www.twghkhnmp.edu.hk,林惠敏女士
東華三院鶴山學校,TWGHs Hok Shan School,香港華富邨華林徑5號,25511142,hokshan@hokshan.edu.hk,http://www.hokshan.edu.hk,簡俊達先生
東華三院黃士心小學,TWGHs Wong See Sum Primary School,新界青衣長安邨,24978784,wssps@eservices.hkedcity.net,http://www.twghwssp.edu.hk,鍾家明先生
林村公立黃福鑾紀念學校,Lam Tsuen Public Wong Fook Luen Memorial School,新界大埔太和邨,26503355,ltwfl@yahoo.com.hk,http://www.wfl.edu.hk,陳喜泉先生
柏立基教育學院校友會何壽基學校,SRBCEPSA Ho Sau Ki School,新界屯門田景邨第1號校舍,24556111,info@hosauki.edu.hk,http://www.hosauki.edu.hk,鍾艷紅女士
柏立基教育學院校友會李一諤紀念學校,SRBCEPSA Lee Yat Ngok Memorial School,新界葵涌葵盛圍221號,24290452,info@lynms.edu.hk,http://www.lynms.edu.hk,詹潤屏女士
柴灣角天主教小學,Chai Wan Kok Catholic Primary School,新界荃灣安賢街2-10號,24903463,cwk@cwk.edu.hk,http://www.cwk.edu.hk,周凱恩女士
梅窩學校,Mui Wo School,新界大嶼山梅窩大地塘村,29848461,mws@mws.edu.hk,http://www.mws.edu.hk,阮慧筠女士
梨木樹天主教小學,Lei Muk Shue Catholic Primary School,新界荃灣梨木樹邨第二號校舍,24263333,lmscps@lmscps.edu.hk,http://www.lmscps.edu.hk,侯麗珊女士
樂善堂劉德學校,Lok Sin Tong Lau Tak Primary School,新界將軍澳寶林邨,27013072,mail@lautak.edu.hk,http://www.lautak.edu.hk,歐耀輝先生
樂善堂小學,Lok Sin Tong Primary School,九龍城龍崗道63號,23823221,lok-mail@hkedcity.net,http://www.lstps.edu.hk,林漢玉女士
樂善堂梁銶琚學校,Lok Sin Tong Leung Kau Kui Primary School,新界元朗天水圍天瑞邨,24486022,lkkpsam@hotmail.com,http://www.lst-lkkps.edu.hk,陳婉婷女士
樂善堂梁銶琚學校(分校),Lok Sin Tong Leung Kau Kui Primary School (Branch),新界元朗天水圍天恩邨,24456880,lkkpsb@gmail.com,http://lst-lkkb.edu.hk,劉鐵梅女士
樂善堂梁黃蕙芳紀念學校,Lok Sin Tong Leung Wong Wai Fong Memorial School,新界屯門山景邨,24666712,lstlwwfms@yahoo.com.hk,http://www.lstlwwf.edu.hk,伍家珍女士
樂善堂楊仲明學校,Lok Sin Tong Yeung Chung Ming Primary School,九龍牛頭角樂華南邨,27559195,info@ycmps.edu.hk,http://www.ycmps.edu.hk,蕭子亮先生
樂華天主教小學,Lok Wah Catholic Primary School,九龍觀塘振華道81號,27585767,lwcps@lwcps.edu.hk,http://www.lwcps.edu.hk,何潔珊校長
樹宏學校,Forest House Waldorf School,西貢早禾路18號,27926055,info@foresthouse.edu.hk,http://www.waldorf.edu.hk,999
民生書院小學,Munsang College Primary School,九龍九龍城東寶庭道8號,36553400,pms-mail@hkedcity.net,http://munsang.edu.hk/primary,梁桂英校長
沙田圍胡素貞博士紀念學校,Sha Tin Wai Dr. Catherine F. Woo Memorial School,新界沙田乙明邨街2號,26468926,info@stwdcfwms.edu.hk,http://www.stwdcfwms.edu.hk,余忠權先生
沙田官立小學,Shatin Government Primary School,新界沙田新田圍邨,26053304,stgps@edb.gov.hk,http://www.stgps.edu.hk,曾錫文先生
沙田崇真學校,Shatin Tsung Tsin School,新界沙田瀝源邨,26918194,info@stts.edu.hk,http://www.stts.edu.hk,洪細君女士
沙田循道衛理小學,Shatin Methodist Primary School,新界沙田廣源邨第三期,26366533,smps@smps.edu.hk,http://www.smps.edu.hk,簡佩芬女士
沙頭角中心小學,Sha Tau Kok Central Primary School,新界沙頭角沙頭角墟第四區,26749080,office@stkcps.edu.hk,http://www.stkcps.edu.hk,馮瑞蘭女士
油蔴地天主教小學,Yaumati Catholic Primary School,九龍油蔴地東莞街41號,27807311,ycps@ymtcps.edu.hk,http://www.ymtcps.edu.hk,余佩琴女士
油蔴地天主教小學(海泓道),Yaumati Catholic Primary School (Hoi Wang Road),九龍油蔴地海泓道10號,26250766,info@ycps.edu.hk,http://www.ycps.edu.hk,陳淑儀女士
油蔴地街坊會學校,Yaumati Kaifong Association School,九龍油蔴地眾坊街80號,23888327,ymtkfas@eservices.hkedcity.net,http://www.ymtkfas.edu.hk,張漪薇女士
海壩街官立小學,Hoi Pa Street Government Primary School,新界荃灣啟志街1號,24902828,hoipa@hpsgps.edu.hk,http://www.hpsgps.edu.hk,陳慧嫻女士
海怡寶血小學,Precious Blood Primary School (South Horizons),香港鴨脷洲橋道355號,25511378,info@pbpssh.edu.hk,http://www.pbpssh.edu.hk,黃德才校長
浸信宣道會呂明才小學,Conservative Baptist Lui Ming Choi Primary School,九龍九龍灣彩霞道78號,27547024,mail@lmc.edu.hk,http://www.lmc.edu.hk,楊健德先生
浸信會呂明才小學,Baptist Lui Ming Choi Primary School,新界沙田第一城得榮街2號,26483132,info@baptist-lmc-primary.edu.hk,http://www.baptist-lmc-primary.edu.hk,黃潔蓮女士
浸信會天虹小學,Baptist Rainbow Primary School,九龍竹園南邨,23287971,info@rainbow.edu.hk,http://www.rainbow.edu.hk,馮耀章先生
浸信會沙田圍呂明才小學,Baptist (STW) Lui Ming Choi Primary School,新界沙田圓洲角路八號,26476242,info@bstwlmc.edu.hk,http://www.bstwlmc.edu.hk,薛鳳鳴女士
深井天主教小學,Sham Tseng Catholic Primary School,新界荃灣青山公路深井段37號,24903912,stcps2009@yahoo.com.hk,http://www.stcpri.edu.hk,周偉強先生
深水埔街坊福利會小學,Shamshuipo Kaifong Welfare Association Primary School,九龍深水埗汝州街88號,23819504,admin@sspkw.edu.hk,http://sspkw.edu.hk,嚴佩琼女士
深水埗官立小學,Sham Shui Po Government Primary School,九龍深水埗深旺道101號,29590555,email@sspgps.edu.hk,http://www.sspgps.edu.hk,黃鳳霞女士
港九街坊婦女會孫方中小學,Hong Kong and Kowloon Kaifong Women's Association Sun Fong Chung Primary School,新界大埔富善邨第三期,26618896,info@sfc.edu.hk,http://www.sfc.edu.hk,盧秀枝女士
港大同學會小學,HKUGA Primary School,香港柴灣怡盛街九號,22023922,info@hkugaps.edu.hk,http://www.hkugaps.edu.hk,黃桂玲女士
港澳信義會小學,Hong Kong and Macau Lutheran Church Primary School,新界將軍澳集福路4號,27019803,hkmlcps@netvigator.com,http://www.hkmlcps.edu.hk,陳文燕女士
港澳信義會明道小學,Hong Kong And Macau Lutheran Church Ming Tao Primary School,新界將軍澳彩明苑彩明街七號,31294294,mtps@hkmlc-mtps.edu.hk,http://www.hkmlc-mtps.edu.hk,陳群好女士
港澳信義會黃陳淑英紀念學校,HKMLC Wong Chan Sook Ying Memorial School,新界元朗錦繡花園,24718502,wcsy.office@gmail.com,http://www.wcsy.edu.hk,梁玉華女士
滬江小學,Shanghai Alumni Primary School,香港鰂魚涌康怡花園康盛街14號,28844775,sap-mail@sap.edu.hk,http://www.sap.edu.hk,鍾振文先生
滬江維多利亞學校,Victoria Shanghai Academy,香港仔深灣道19號,34021100,vpadmin@vsa.edu.hk,http://www.vsa.edu.hk,Dr Guy Judith Helen
漢師德萃學校,VNSAA St. Hilary's Primary School,九龍旺角洗衣街22號,23840592,info@sthilarys.edu.hk,https://www.sthilarys.edu.hk,朱子穎先生
漢華中學(小學部),Hon Wah College (Primary Section),香港小西灣富欣道3號,28171746,info@honwah.edu.hk,http://www.honwah.edu.hk,關穎斌先生
漢鼎書院,Han Academy,香港仔黃竹坑道33-35號,39986300,admissions@hlef.org,http://www.hanacademy.edu.hk,999
潮陽百欣小學,Chiu Yang Por Yen Primary School,新界元朗天水圍天華路55號,24451666,mail@cypy.edu.hk,http://www.cypy.edu.hk,羅宇彤先生
激活英文小學,Gigamind English Primary School,元朗天水圍天龍路9號,24469883,info@gigamind.edu.hk,http://www.gigamind.edu.hk,羅煦鈞先生
獅子會何德心小學,Lions Clubs International Ho Tak Sum Primary School,新界天水圍天盛苑,26179682,lcihotaksum@eservices.hkedcity.net,http://www.htsps.edu.hk,陳慧萍女士
獻主會小學,Oblate Primary School,九龍土瓜灣順風街1號,23648375,info@ops.edu.hk,http://www.ops.edu.hk,黎潔儀女士
獻主會溥仁小學,Po Yan Oblate Primary School,九龍樂善道15號,23823474,poyan@eservices.hkedcity.net,http://www.poyan.edu.hk,王志聰先生
獻主會聖馬善樂小學,St. Eugene de Mazenod Oblate Primary School,九龍土瓜灣天光道24號,27151011,info@semops.edu.hk,http://www.semops.edu.hk,葉志成先生
玫瑰崗學校(小學部),Rosaryhill School (Primary Section),香港灣仔司徒拔道41號B,28355121,primary@rosaryhill.org,http://www.rhs.edu.hk/Primary/,黃慧貞女士
